"age","workclass","fnlwgt","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","y"
24," Private",311311,13," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,65," United-States"," <=50K"
29," Private",264166,10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,60," Mexico"," <=50K"
44," Private",112656,9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,20," United-States"," <=50K"
27," Private",146760,10," Never-married"," Other-service"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"
32," State-gov",199227,13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
39," Private",74194,11," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,1721,45," United-States"," <=50K"
34," Private",329170,10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",6849,0,70," United-States"," <=50K"
40," Private",195124,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Columbia"," <=50K"
41," Private",319366,10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," Haiti"," >50K"
34," Private",61559,9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,35," United-States"," <=50K"
77," Private",171193,11," Divorced"," Sales"," Not-in-family"," White"," Female",0,1668,30," United-States"," <=50K"
45," Self-emp-inc",214690,10," Separated"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
38," Private",105803,14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
26," Private",195067,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
49," Private",289964,10," Separated"," Sales"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
33," Private",63925,3," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,35," United-States"," <=50K"
25," Private",189897,9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
36," Private",635913,9," Married-spouse-absent"," Other-service"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
42," Self-emp-not-inc",138162,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
54," Self-emp-not-inc",164757,11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,16," United-States"," <=50K"
48," Private",85384,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,40," United-States"," >50K"
52," Self-emp-not-inc",30008,14," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
54," Private",131662,10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," Germany"," <=50K"
47," Private",115971,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
21," Private",88373,9," Married-civ-spouse"," Other-service"," Other-relative"," White"," Female",0,0,16," United-States"," <=50K"
27," Private",124614,9," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
51," Private",263439,13," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
56," Self-emp-not-inc",19896,10," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,60," United-States"," >50K"
29," Private",485944,13," Never-married"," Sales"," Own-child"," Black"," Male",0,0,40," United-States"," <=50K"
43," Self-emp-not-inc",116632,11," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1887,45," United-States"," >50K"
17," Private",175414,9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,15," United-States"," <=50K"
38," Private",216385,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",0,1740,40," Haiti"," <=50K"
72," Private",131699,10," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,6," United-States"," <=50K"
42," Self-emp-not-inc",43909,14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,32," United-States"," <=50K"
42," State-gov",99185,9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,38," United-States"," <=50K"
44," Self-emp-not-inc",342434,13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," >50K"
22," ?",377725,13," Never-married"," ?"," Not-in-family"," White"," Female",0,0,23," United-States"," <=50K"
30," Private",368570,9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
43," Private",316820,12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,40," United-States"," >50K"
46," Private",318259,10," Separated"," Tech-support"," Unmarried"," White"," Female",0,0,55," United-States"," <=50K"
34," Private",393376,9," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
57," Self-emp-inc",121912,13," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," United-States"," >50K"
39," Private",86643,13," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",27828,0,55," United-States"," >50K"
26," Private",219199,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," >50K"
42," Private",444134,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
18," ?",24688,9," Never-married"," ?"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
34," Local-gov",33731,10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," >50K"
39," Private",140854,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,1902,60," United-States"," >50K"
50," Private",330142,10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,44," United-States"," <=50K"
52," Private",279129,14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"
19," Private",391403,10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"
45," Private",71145,13," Divorced"," Exec-managerial"," Unmarried"," White"," Male",0,0,45," United-States"," >50K"
42," Private",285787,12," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
28," Private",241431,8," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
23," Private",198861,13," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,1669,40," United-States"," <=50K"
46," Private",234690,13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," Cuba"," >50K"
33," Local-gov",177216,9," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
33," ?",211743,9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,21," United-States"," <=50K"
61," Private",149648,7," Widowed"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
49," Self-emp-inc",140644,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",5013,0,45," United-States"," <=50K"
31," Private",265201,9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," Germany"," <=50K"
47," Private",135246,7," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
50," Local-gov",66544,14," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,65," United-States"," <=50K"
56," Private",359972,10," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
35," Private",174938,9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
29," Private",201404,9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,56," United-States"," <=50K"
28," Private",108706,7," Never-married"," Handlers-cleaners"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
19," Private",310483,8," Never-married"," Other-service"," Own-child"," White"," Male",0,0,25," United-States"," <=50K"
39," Private",172571,14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," >50K"
21," Private",230229,9," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,40," Mexico"," <=50K"
47," Private",46537,9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
46," Self-emp-not-inc",246891,15," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,99," United-States"," >50K"
32," Private",197325,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
37," Private",66304,5," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,16," United-States"," <=50K"
39," Federal-gov",388252,13," Never-married"," Tech-support"," Own-child"," Black"," Male",0,0,40," United-States"," <=50K"
22," Private",55614,9," Never-married"," Handlers-cleaners"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
65," State-gov",172348,9," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,20," United-States"," <=50K"
27," Private",189565,10," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
33," Self-emp-inc",182714,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
24," Private",119629,10," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,37," United-States"," <=50K"
26," Private",322585,9," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
20," Private",221955,3," Never-married"," Craft-repair"," Other-relative"," White"," Male",0,0,40," Mexico"," <=50K"
35," Private",174077,10," Divorced"," Tech-support"," Unmarried"," White"," Female",0,0,32," United-States"," <=50K"
53," Federal-gov",164195,10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",4386,0,40," United-States"," >50K"
23," Local-gov",307267,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,10," United-States"," <=50K"
62," Private",155913,12," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
33," Self-emp-not-inc",123291,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
31," Private",263796,6," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
31," Private",230246,13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
38," Federal-gov",68840,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
30," Private",207284,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
39," Self-emp-not-inc",183081,14," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,60," United-States"," >50K"
37," Local-gov",343052,9," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
32," Private",144949,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," >50K"
25," Private",116358,9," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Male",0,0,40," Philippines"," <=50K"
55," Private",92847,4," Widowed"," Priv-house-serv"," Unmarried"," White"," Female",0,0,30," United-States"," <=50K"
41," Private",137142,9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
35," Local-gov",225544,13," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,48," United-States"," <=50K"
57," Self-emp-not-inc",256630,13," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,60," Canada"," >50K"
57," Private",125000,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
51," Private",250423,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
28," State-gov",200068,13," Never-married"," Adm-clerical"," Not-in-family"," Other"," Female",0,0,40," United-States"," <=50K"
35," Private",199501,12," Divorced"," Exec-managerial"," Unmarried"," Black"," Female",0,0,50," Jamaica"," <=50K"
26," Private",181613,9," Married-civ-spouse"," Machine-op-inspct"," Wife"," Black"," Female",0,0,40," United-States"," <=50K"
32," Private",329432,14," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
26," Private",131401,13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
33," Private",158438,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," >50K"
42," Self-emp-inc",190044,11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,52," United-States"," >50K"
42," Self-emp-not-inc",184378,10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
18," Private",118983,9," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"
48," Private",99127,11," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
50," Local-gov",159689,10," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,35," United-States"," <=50K"
28," Local-gov",98590,10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," >50K"
33," Private",160634,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,50," United-States"," >50K"
53," Local-gov",179237,5," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
17," Private",237399,7," Never-married"," Sales"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
35," Private",276559,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7298,0,45," United-States"," >50K"
50," Private",178251,14," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," >50K"
20," ?",172232,10," Never-married"," ?"," Own-child"," White"," Male",0,0,60," United-States"," <=50K"
25," Private",67151,13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,60," United-States"," <=50K"
64," Local-gov",190228,9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,35," United-States"," >50K"
59," Self-emp-inc",132559,16," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1977,55," United-States"," >50K"
55," Self-emp-inc",284526,3," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," Cuba"," <=50K"
20," Private",112854,10," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,32," United-States"," <=50K"
20," Never-worked",273905,9," Married-spouse-absent"," ?"," Other-relative"," White"," Male",0,0,35," United-States"," <=50K"
33," Private",205249,14," Never-married"," Prof-specialty"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,55," ?"," <=50K"
42," State-gov",355756,10," Divorced"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
22," Private",88824,10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
30," Private",295010,10," Married-civ-spouse"," Adm-clerical"," Other-relative"," White"," Female",0,0,40," United-States"," >50K"
24," Private",131230,10," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
34," Self-emp-inc",229732,12," Divorced"," Other-service"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
23," Private",216129,10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
52," Private",30846,10," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
47," Private",216414,13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
38," Private",194140,10," Separated"," Machine-op-inspct"," Unmarried"," Black"," Male",0,0,50," United-States"," <=50K"
51," Federal-gov",85815,13," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,40," United-States"," >50K"
43," Private",38946,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"
38," Private",175665,10," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
56," State-gov",165867,16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
41," Private",347890,9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
45," State-gov",191001,13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",7688,0,40," United-States"," >50K"
20," Private",204596,8," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
61," State-gov",347445,14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
27," Self-emp-not-inc",229126,13," Never-married"," Prof-specialty"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,30," United-States"," <=50K"
47," Private",235431,1," Never-married"," Sales"," Unmarried"," Black"," Female",0,0,40," Haiti"," <=50K"
26," Private",172013,9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
30," Self-emp-inc",133876,9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
64," Self-emp-not-inc",21174,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
32," Private",101266,9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," ?"," <=50K"
32," Private",99548,10," Divorced"," Handlers-cleaners"," Not-in-family"," Amer-Indian-Eskimo"," Male",0,0,40," United-States"," <=50K"
40," Private",121012,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
36," Private",355468,6," Separated"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
58," Federal-gov",75867,9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
60," ?",76449,9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
58," Private",112945,11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
54," Self-emp-not-inc",308087,14," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
64," Private",166843,9," Widowed"," Other-service"," Other-relative"," White"," Male",0,0,28," United-States"," <=50K"
58," Self-emp-not-inc",281792,10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
58," Private",98630,14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
25," Private",161631,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
48," Self-emp-not-inc",229328,8," Widowed"," Sales"," Unmarried"," Asian-Pac-Islander"," Female",0,0,40," South"," <=50K"
26," Private",278916,10," Separated"," Handlers-cleaners"," Own-child"," Black"," Male",0,0,20," United-States"," <=50K"
43," Federal-gov",421871,13," Never-married"," Adm-clerical"," Not-in-family"," Black"," Male",6849,0,50," United-States"," <=50K"
62," Private",67320,9," Widowed"," Other-service"," Other-relative"," Black"," Female",0,0,40," United-States"," <=50K"
28," Private",259609,9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"
33," Private",104509,13," Never-married"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
29," Private",94880,10," Married-spouse-absent"," Craft-repair"," Other-relative"," White"," Male",0,0,40," Mexico"," <=50K"
58," Private",77498,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
40," Private",202508,15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,48," ?"," >50K"
27," Private",294451,7," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
24," Private",215890,9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
52," ?",287575,9," Separated"," ?"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
43," Private",343061,10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," Cuba"," <=50K"
46," Local-gov",481258,13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,45," United-States"," >50K"
17," Private",181129,6," Never-married"," Sales"," Own-child"," White"," Female",0,0,10," United-States"," <=50K"
33," Self-emp-not-inc",41210,13," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,75," United-States"," <=50K"
18," Private",110230,7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,5," United-States"," <=50K"
29," Private",184224,9," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
18," Private",54639,9," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
28," Private",61523,9," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,55," United-States"," <=50K"
19," Private",140499,9," Never-married"," Protective-serv"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
23," ?",201179,10," Never-married"," ?"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
69," Self-emp-not-inc",165814,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,35," United-States"," <=50K"
33," Private",343519,10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,25," United-States"," <=50K"
35," Private",67317,12," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
26," Private",224567,7," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
52," Self-emp-not-inc",123727,9," Separated"," Exec-managerial"," Not-in-family"," White"," Male",0,0,60," United-States"," <=50K"
32," ?",78374,13," Never-married"," ?"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,1," United-States"," <=50K"
47," Private",189680,13," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
33," Private",342458,9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
28," Private",161155,10," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,0,48," United-States"," <=50K"
51," Private",169785,13," Married-spouse-absent"," Exec-managerial"," Not-in-family"," White"," Female",0,0,60," United-States"," >50K"
38," Private",185053,14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,20," United-States"," >50K"
42," Local-gov",261899,14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"
52," Local-gov",289804,13," Married-civ-spouse"," Prof-specialty"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
21," Private",247115,9," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,60," United-States"," <=50K"
22," Private",260617,8," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
37," Private",119929,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States"," >50K"
45," Private",174386,9," Never-married"," Other-service"," Other-relative"," White"," Female",0,0,30," United-States"," <=50K"
35," Private",261646,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
26," ?",88513,13," Never-married"," ?"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
27," Private",110663,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
52," Self-emp-not-inc",182187,9," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,40," Haiti"," >50K"
45," Private",160703,14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,55," United-States"," <=50K"
30," Private",131425,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
30," Private",169002,11," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
30," Federal-gov",234994,10," Divorced"," Exec-managerial"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
49," Self-emp-not-inc",27067,11," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,60," United-States"," <=50K"
64," Self-emp-not-inc",163510,14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,2415,50," United-States"," >50K"
71," Private",244688,4," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",6514,0,40," United-States"," >50K"
28," Private",192257,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," Japan"," <=50K"
70," Self-emp-inc",46577,13," Widowed"," Farming-fishing"," Unmarried"," White"," Female",0,0,6," United-States"," <=50K"
44," Private",174325,10," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
19," Private",443809,9," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,30," United-States"," <=50K"
53," Self-emp-inc",233149,12," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,45," United-States"," >50K"
40," Private",245073,4," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,20," United-States"," <=50K"
27," Private",106276,9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
35," Private",210310,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," United-States"," >50K"
72," ?",31327,13," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,20," United-States"," >50K"
22," Private",264765,10," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,10," United-States"," <=50K"
29," Private",148069,11," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
57," Private",238017,9," Widowed"," Tech-support"," Not-in-family"," Black"," Female",0,0,54," United-States"," <=50K"
58," Private",109159,9," Widowed"," Tech-support"," Unmarried"," White"," Female",0,0,38," United-States"," <=50K"
37," Local-gov",176949,14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,55," United-States"," >50K"
48," Private",168262,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,25," United-States"," >50K"
75," State-gov",220618,10," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,10," United-States"," <=50K"
30," Private",127875,13," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
53," Federal-gov",314871,10," Separated"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
47," State-gov",106466,10," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
51," Private",122109,13," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,50," United-States"," <=50K"
51," Private",249449,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," United-States"," >50K"
47," Private",184169,13," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
24," Private",188073,10," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"
25," Private",210794,10," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
47," Private",149366,13," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," Peru"," <=50K"
25," Private",214303,9," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,20," ?"," <=50K"
24," ?",205940,5," Never-married"," ?"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
32," Private",37070,9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," Japan"," <=50K"
46," Federal-gov",104575,11," Divorced"," Tech-support"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
41," Self-emp-not-inc",99220,10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
33," Private",186977,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," Columbia"," <=50K"
57," Self-emp-inc",84231,14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1977,50," United-States"," >50K"
20," Private",129240,10," Never-married"," Sales"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
